,user_id,lgb
1933,2363,"[1076875, 1081853, 1090676, 1112667, 1057749]"
1934,2364,"[1817725, 6034857, 1028816, 1004906, 845208]"
1935,2366,"[873964, 1026334, 1123101, 886996, 853210]"
1936,2367,"[7147142, 9707078, 9707461, 827683, 1135681]"
1938,2369,"[981591, 896761, 905592, 908217, 866292]"
1939,2370,"[1009449, 9392700, 1031740, 821787, 904422]"
1940,2371,"[1025650, 887219, 1072523, 819840, 1084036]"
1941,2372,"[1028705, 888054, 12452939, 1038985, 949742]"
1943,2374,"[9677624, 899682, 907957, 1061747, 9677466]"
1944,2375,"[1036501, 1079023, 847962, 998373, 872062]"
1945,2376,"[1057168, 13842088, 1079878, 970455, 9677874]"
1946,2377,"[995055, 835080, 1065496, 1029272, 998373]"
1947,2378,"[1129576, 9527323, 952408, 12577242, 12263463]"
1948,2379,"[1059527, 1111129, 848684, 977481, 1069003]"
1949,2380,"[935968, 948119, 958549, 1039927, 9837807]"
1950,2381,"[6979427, 871440, 1045790, 6979222, 906646]"
1952,2386,"[881154, 987571, 945090, 880228, 6464165]"
1953,2387,"[1018151, 1028715, 917033, 858743, 916990]"
1954,2388,"[930137, 937626, 9884698, 1046555, 995055]"
1955,2389,"[1103826, 937736, 950894, 999613, 827683]"
1956,2392,"[1009368, 926680, 911338, 1038745, 1099905]"
1957,2393,"[1051878, 1057260, 6391089, 1085435, 962967]"
1958,2394,"[847344, 986727, 1082172, 1110695, 9835509]"
1959,2395,"[965963, 10457128, 1054323, 910214, 949294]"
1960,2396,"[1139827, 997907, 925437, 868015, 12731436]"
1961,2398,"[977481, 1039876, 930955, 891118, 878676]"
1963,2400,"[851188, 862582, 1085333, 887526, 1096573]"
1964,2401,"[6979518, 819840, 909349, 825343, 848029]"
1965,2402,"[1092149, 995276, 862538, 1079338, 1115069]"
1966,2404,"[862349, 908531, 844165, 1058997, 1126899]"
1967,2405,"[6602697, 1091383, 936914, 1053730, 9655647]"
1968,2406,"[6514259, 859987, 983665, 981591, 857697]"
1969,2407,"[1038443, 15925334, 878442, 866528, 897611]"
1970,2408,"[1067565, 9268695, 1036262, 913026, 919596]"
1971,2410,"[5569098, 931007, 1037840, 1108094, 948232]"
1972,2412,"[13841744, 995628, 844165, 1092937, 849297]"
1973,2415,"[844165, 1027284, 1083493, 823356, 1126922]"
1974,2416,"[849697, 15737492, 1032458, 12808385, 938596]"
1975,2418,"[9245108, 1072693, 943076, 964573, 839094]"
1976,2419,"[15717057, 1069312, 825994, 7024814, 842769]"
1977,2420,"[1016377, 845091, 1029479, 7410017, 6904786]"
1978,2421,"[6464105, 851468, 6463937, 881154, 1021715]"
1979,2423,"[1002261, 6443332, 1061220, 1108296, 1070898]"
1980,2424,"[1072693, 1080989, 913046, 920367, 1111763]"
1981,2425,"[962615, 823775, 955921, 983795, 6704319]"
1982,2426,"[1058404, 825670, 844165, 932503, 1076467]"
1983,2427,"[897953, 1019011, 856788, 1054539, 1109374]"
1984,2430,"[845193, 1119089, 6772782, 831161, 851101]"
1985,2431,"[901976, 1038745, 6464126, 963226, 983016]"
1986,2432,"[1065331, 1110244, 1137387, 1015974, 8175769]"
1987,2435,"[12731517, 10198378, 12695224, 828489, 1056267]"
1988,2437,"[7409618, 7409644, 831063, 5570383, 12298966]"
1989,2438,"[8090556, 968936, 919766, 1126703, 892048]"
1990,2440,"[1096727, 1053058, 9297194, 10150101, 955858]"
1991,2441,"[977481, 898121, 1016274, 1021519, 889649]"
1992,2442,"[868764, 5580793, 9527323, 839094, 7442056]"
1993,2445,"[1082947, 1107553, 840227, 1110042, 901067]"
1994,2446,"[1044259, 1060005, 819112, 941368, 1000542]"
1995,2447,"[868764, 1107553, 1067425, 1010079, 1006342]"
1996,2448,"[5568964, 1054402, 882489, 951164, 6463520]"
1997,2449,"[1034955, 1115098, 6773188, 868548, 874651]"
1998,2450,"[12757280, 980246, 1038985, 8249063, 1093658]"
1999,2451,"[1131133, 13003101, 923670, 1076580, 854754]"
2000,2452,"[949023, 1025581, 923967, 1105816, 1019028]"
2001,2453,"[9245040, 12525270, 9858794, 1036501, 915064]"
2002,2454,"[877523, 1037332, 1066893, 905817, 1054424]"
2003,2455,"[983795, 1102416, 1055022, 883819, 8358065]"
2004,2456,"[970698, 7025114, 1065979, 936830, 964853]"
2005,2457,"[876115, 938118, 9245040, 898121, 867447]"
2006,2458,"[865511, 1131892, 1012913, 1028960, 1061747]"
2007,2459,"[1015539, 1031864, 851865, 5576075, 1135468]"
2008,2460,"[1082990, 1036501, 862732, 1082212, 944486]"
2009,2461,"[1110743, 1112205, 909972, 13133916, 7410013]"
2010,2462,"[8293343, 851146, 824796, 829645, 834932]"
2011,2464,"[7025106, 984411, 1082212, 886317, 1033142]"
2012,2465,"[10344585, 1093603, 1029479, 980246, 9268043]"
2013,2466,"[820923, 1006188, 1089986, 1139303, 1053058]"
2014,2467,"[1036501, 1073150, 857554, 12330794, 1069863]"
2015,2468,"[1031316, 1021116, 1013578, 833458, 12386187]"
2016,2469,"[868764, 943393, 1102456, 882496, 1116089]"
2017,2470,"[821083, 906017, 892998, 823356, 12757280]"
2018,2471,"[13008321, 1093966, 9523059, 852690, 1001845]"
2019,2472,"[977481, 6464126, 1067820, 949294, 12673354]"
2020,2474,"[856788, 905459, 1011427, 938841, 822646]"
2021,2475,"[1121384, 7025114, 925282, 839208, 837969]"
2022,2478,"[823775, 932949, 9296849, 889731, 902820]"
2023,2479,"[845975, 13008321, 12692328, 1048483, 947146]"
2024,2481,"[1057749, 934399, 7441303, 1033347, 859987]"
2025,2482,"[995055, 841478, 844759, 1089108, 910439]"
2026,2483,"[6533936, 1070276, 948832, 1048727, 1135971]"
2027,2484,"[878715, 871514, 873964, 879393, 899470]"
2028,2485,"[918098, 991303, 854373, 890127, 976214]"
2029,2486,"[932464, 1045826, 7441498, 843259, 823576]"
2031,2488,"[13213475, 972665, 1003806, 884089, 834962]"
2032,2489,"[9338009, 12171414, 1048727, 892500, 1112205]"
2033,2490,"[1013999, 1100658, 842423, 12648296, 1006483]"
2034,2492,"[912004, 914577, 1060408, 924427, 929231]"
2035,2494,"[1033769, 1010190, 5569098, 828114, 6534482]"
2037,2496,"[842783, 957741, 9487534, 12452939, 953539]"
2038,2497,"[870515, 1066685, 6633056, 1103513, 1010950]"
2039,2498,"[1100379, 851101, 849578, 5577022, 10456152]"
2040,2499,"[866528, 833458, 962991, 873964, 5570048]"
2041,2500,"[1065538, 859237, 13416937, 1013389, 13007284]"
